date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
09:00:59	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sun,%2007%20Aug%202022%2002:00:36%20GMT	https://mc-blaze.com/vote	C:/Users/thanh/Desktop/alphasdsasd/Test/mc-blaze.com/vote	(from https://mc-blaze.com/rules/)
09:01:00	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sun,%2007%20Aug%202022%2002:00:37%20GMT	https://mc-blaze.com/staff	C:/Users/thanh/Desktop/alphasdsasd/Test/mc-blaze.com/staff	(from https://mc-blaze.com/rules/)
09:01:00	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sun,%2007%20Aug%202022%2002:00:37%20GMT	https://mc-blaze.com/staff	C:/Users/thanh/Desktop/alphasdsasd/Test/mc-blaze.com/staff	(from https://mc-blaze.com/support/)
09:01:00	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sun,%2007%20Aug%202022%2002:00:37%20GMT	https://mc-blaze.com/vote	C:/Users/thanh/Desktop/alphasdsasd/Test/mc-blaze.com/vote	(from https://mc-blaze.com/support/)
09:01:01	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sun,%2007%20Aug%202022%2002:00:38%20GMT	https://mc-blaze.com/staff	C:/Users/thanh/Desktop/alphasdsasd/Test/mc-blaze.com/staff	(from https://mc-blaze.com/support/)
09:01:03	742537/742537	---M--	200	added ('OK')	image/png	etag:W/%22b5489-1819fbf4d47%22	https://mc-blaze.com/content/images/2022/06/cfdad55acaf23f7962432ded844eabcc.png	C:/Users/thanh/Desktop/alphasdsasd/Test/mc-blaze.com/content/images/2022/06/cfdad55acaf23f7962432ded844eabcc.png	(from https://mc-blaze.com/survival-1-19-reset-2/)
09:01:03	248628/248628	---M--	200	added ('OK')	image/jpeg	etag:W/%223cb34-1819fbf5c5c%22	https://mc-blaze.com/content/images/2022/06/fdf7446743a88dd258e4fbbf637ca49d.jpg	C:/Users/thanh/Desktop/alphasdsasd/Test/mc-blaze.com/content/images/2022/06/fdf7446743a88dd258e4fbbf637ca49d.jpg	(from https://mc-blaze.com/survival-1-19-reset-2/)
09:01:05	406154/406154	---M--	200	added ('OK')	image/png	etag:W/%226328a-1819fbf6704%22	https://mc-blaze.com/content/images/2022/06/816d2852520900ab891a8a139ed6866d.png	C:/Users/thanh/Desktop/alphasdsasd/Test/mc-blaze.com/content/images/2022/06/816d2852520900ab891a8a139ed6866d.png	(from https://mc-blaze.com/survival-1-19-reset-2/)
09:01:06	256323/256323	---M--	200	added ('OK')	image/jpeg	etag:W/%223e943-1819fc0e894%22	https://mc-blaze.com/content/images/2022/06/2b6fe0d53674da14555af61cbb1810af.jpg	C:/Users/thanh/Desktop/alphasdsasd/Test/mc-blaze.com/content/images/2022/06/2b6fe0d53674da14555af61cbb1810af.jpg	(from https://mc-blaze.com/survival-1-19-reset-2/)
09:01:08	294790/294790	---M--	200	added ('OK')	image/jpeg	etag:W/%2247f86-1819fcd3cc2%22	https://mc-blaze.com/content/images/2022/06/13a1b5dfe5638834e958370d40b65b5c.jpg	C:/Users/thanh/Desktop/alphasdsasd/Test/mc-blaze.com/content/images/2022/06/13a1b5dfe5638834e958370d40b65b5c.jpg	(from https://mc-blaze.com/survival-1-19-reset-2/)
